credit,debit,date,l,s,d
dfl12_110,dfl12_095,1583-02-05,239,1,10
dfl12_068,dfl12_110,1583-02-05,33,8,9
dfl12_111,dfl12_110,1583-02-05,6147,15,8
dfl12_110,dfl12_096,1583-02-05,804,0,8
dfl12_110,dfl12_068,1583-02-12,544,16,7
dfl12_110,dfl12_325,1583-02-19,2540,18,10.5
dfl12_110,dfl12_095,1583-05-10,306,6,10
dfl12_110,dfl12_042,1583-05-10,410,15,7
dfl12_110,dfl12_096,1583-05-10,924,6,11
dfl12_110,dfl12_068,1583-07-06,118,4,0
dfl12_110,dfl12_267,1583-07-06,136,0,0
dfl12_110,dfl12_293,1583-07-06,40,0,0
dfl12_110,dfl12_096,1583-07-26,2487,4,8
dfl12_110,dfl12_042,1583-07-26,332,15,11
dfl12_110,dfl12_095,1583-07-26,606,16,7
dfl12_325,dfl12_110,1583-07-30,25,0,0
dfl12_110,dfl12_325,1583-07-30,800,0,0
dfl12_110,dfl12_068,1583-10-03,1,4,0
dfl12_181,dfl12_110,1583-10-30,4612,18,8
dfl12_110,dfl12_210,1584-02-22,1085,17,8
dfl12_110,dfl12_042,1584-02-22,146,19,0
dfl12_110,dfl12_042,1584-02-22,226,8,8
dfl12_110,dfl12_209,1584-02-22,818,17,4
dfl12_110,dfl12_209,1584-11-20,530,2,0
dfl12_110,dfl12_210,1584-11-20,848,10,0
dfl12_110,dfl12_181,1594-09-05,1000,0,0
dfl12_110,dfl12_209,1594-09-05,685,12,4
dfl12_110,dfl12_446,1594-09-15,57,7,10
dfl12_001,dfl12_111,1582-11-08,23148,11,3.5
dfl12_082,dfl12_111,1582-11-26,60,8,8
dfl12_043,dfl12_111,1583-01-06,135,3,10
dfl12_065,dfl12_111,1583-01-15,355,5,4.5
dfl12_116,dfl12_111,1583-01-15,4,4,0
dfl12_116,dfl12_111,1583-01-15,782,15,0
dfl12_338,dfl12_111,1583-01-15,90,8,0
dfl12_111,dfl12_331,1583-01-17,1456,11,5
dfl12_111,dfl12_161,1583-02-05,320,0,0
dfl12_111,dfl12_162,1583-02-05,6,5,0
dfl12_111,dfl12_083,1583-02-08,102,1,8
dfl12_111,dfl12_165,1583-02-08,245,0,0
dfl12_111,dfl12_164,1583-02-08,362,8,0
dfl12_111,dfl12_131,1583-02-12,246,5,0
dfl12_111,dfl12_137,1583-02-12,287,5,10
dfl12_116,dfl12_111,1583-02-21,67,18,10
dfl12_065,dfl12_111,1583-02-21,87,11,6
dfl12_111,dfl12_068,1583-02-22,75,9,10
dfl12_111,dfl12_177,1583-03-23,126,14,4
dfl12_111,dfl12_132,1583-03-23,173,3,2
dfl12_111,dfl12_133,1583-03-23,226,9,7
dfl12_111,dfl12_126,1583-03-23,24,10,9
dfl12_111,dfl12_331,1583-05-12,111,7,10
dfl12_111,dfl12_268,1583-05-12,196,18,6
dfl12_111,dfl12_181,1583-05-12,23357,15,5
dfl12_111,dfl12_179,1583-05-12,51,8,4
dfl12_111,dfl12_317,1583-05-12,85,8,4
dfl12_001,dfl12_112,1582-11-08,1872,5,0
dfl12_112,dfl12_138,1582-11-17,163,6,8
dfl12_112,dfl12_139,1582-11-17,238,15,0
dfl12_112,dfl12_140,1582-11-23,246,17,6
dfl12_112,dfl12_130,1582-12-14,162,18,4
dfl12_112,dfl12_141,1583-01-03,164,3,4
dfl12_112,dfl12_292,1583-01-03,224,10,5
dfl12_112,dfl12_116,1583-01-03,755,13,11
dfl12_112,dfl12_166,1583-02-09,400,0,0
dfl12_112,dfl12_129,1583-02-21,163,6,8
dfl12_112,dfl12_169,1583-02-21,165,0,0
dfl12_112,dfl12_099,1583-04-06,162,1,8
dfl12_112,dfl12_178,1583-04-06,162,1,8
dfl12_112,dfl12_099,1583-04-06,88,9,0
dfl12_112,dfl12_076,1583-04-08,159,11,8
dfl12_112,dfl12_169,1583-04-08,162,1,8
dfl12_354,dfl12_112,1583-04-08,19,4,0
dfl12_112,dfl12_128,1583-04-26,241,17,6
dfl12_112,dfl12_169,1583-04-28,157,18,4
dfl12_112,dfl12_127,1583-04-29,160,8,4
dfl12_112,dfl12_128,1583-04-30,127,19,7
dfl12_112,dfl12_121,1583-04-30,160,8,4
dfl12_354,dfl12_112,1583-05-07,8,5,2
dfl12_112,dfl12_182,1583-05-12,161,17,6
dfl12_112,dfl12_124,1583-05-13,161,13,4
dfl12_112,dfl12_127,1583-05-13,192,10,0
dfl12_354,dfl12_112,1583-05-27,24,0,0
dfl12_112,dfl12_184,1583-05-28,162,1,8
dfl12_112,dfl12_099,1583-05-28,180,0,0
dfl12_112,dfl12_078,1583-05-28,96,0,0
dfl12_112,dfl12_119,1583-05-31,80,0,0
dfl12_112,dfl12_185,1583-06-02,162,1,8
dfl12_112,dfl12_190,1583-06-09,160,12,6
dfl12_112,dfl12_188,1583-06-09,160,8,4
dfl12_112,dfl12_189,1583-06-09,160,8,4
dfl12_112,dfl12_192,1583-06-09,183,6,8
dfl12_112,dfl12_191,1583-06-09,243,15,0
dfl12_112,dfl12_187,1583-07-03,178,5,10
dfl12_112,dfl12_195,1583-07-04,159,11,8
dfl12_112,dfl12_196,1583-07-04,159,3,4
dfl12_112,dfl12_197,1583-07-04,159,3,4
dfl12_112,dfl12_319,1583-07-04,159,3,4
dfl12_112,dfl12_099,1583-07-26,174,18,10
dfl12_052,dfl12_112,1583-07-30,10,12,1
dfl12_026,dfl12_112,1583-07-30,100,19,3
dfl12_065,dfl12_112,1583-07-30,1743,19,1
dfl12_096,dfl12_112,1583-07-30,18135,9,10
dfl12_068,dfl12_112,1583-07-30,2373,13,2
dfl12_065,dfl12_112,1583-07-30,2492,2,11
dfl12_040,dfl12_112,1583-07-30,261,15,8
dfl12_357,dfl12_112,1583-07-30,27,2,6
dfl12_042,dfl12_112,1583-07-30,360,18,4
dfl12_048,dfl12_112,1583-07-30,416,7,3
dfl12_044,dfl12_112,1583-07-30,645,17,0
dfl12_089,dfl12_112,1583-07-30,673,10,11
dfl12_042,dfl12_112,1583-07-30,819,4,6
dfl12_095,dfl12_112,1583-07-30,9099,9,5
dfl12_112,dfl12_169,1583-08-04,160,16,8
dfl12_112,dfl12_137,1583-08-26,158,2,6
dfl12_112,dfl12_183,1583-08-26,158,2,6
dfl12_112,dfl12_205,1583-08-26,159,3,4
dfl12_112,dfl12_037,1583-08-26,19,4,8
dfl12_112,dfl12_206,1583-08-31,160,0,0
dfl12_112,dfl12_315,1583-09-19,1000,0,0
dfl12_112,dfl12_208,1583-09-19,159,11,8
dfl12_112,dfl12_184,1583-09-19,315,16,8
dfl12_112,dfl12_198,1583-10-01,157,18,4
dfl12_112,dfl12_208,1583-10-14,158,15,0
dfl12_112,dfl12_198,1583-10-14,94,7,6
dfl12_112,dfl12_180,1583-10-30,156,13,4
dfl12_112,dfl12_173,1583-10-30,156,9,2
dfl12_112,dfl12_125,1583-11-05,156,13,4
dfl12_112,dfl12_217,1583-11-05,156,9,2
dfl12_112,dfl12_218,1583-11-05,156,9,2
dfl12_112,dfl12_219,1583-11-05,156,9,2
dfl12_112,dfl12_220,1583-11-05,156,9,2
dfl12_112,dfl12_120,1583-11-05,158,10,10
dfl12_112,dfl12_208,1583-11-05,158,6,8
dfl12_112,dfl12_221,1583-11-05,158,6,8
dfl12_112,dfl12_121,1583-11-05,312,18,4
dfl12_112,dfl12_182,1583-11-10,157,1,8
dfl12_112,dfl12_117,1583-11-10,158,15,0
dfl12_112,dfl12_223,1583-11-10,158,15,0
dfl12_073,dfl12_112,1583-11-16,105,5,5
dfl12_212,dfl12_112,1583-11-16,105,5,5
dfl12_073,dfl12_112,1583-11-16,127,17,3
dfl12_214,dfl12_112,1583-11-16,127,17,3
dfl12_048,dfl12_112,1583-11-16,147,9,4
dfl12_080,dfl12_112,1583-11-16,147,9,4
dfl12_112,dfl12_196,1583-11-16,159,11,8
dfl12_211,dfl12_112,1583-11-16,214,7,9
dfl12_068,dfl12_112,1583-11-16,2633,13,3
dfl12_210,dfl12_112,1583-11-16,2981,8,9
dfl12_065,dfl12_112,1583-11-16,3051,13,9
dfl12_112,dfl12_216,1583-11-16,316,3,7.5
dfl12_213,dfl12_112,1583-11-16,333,10,9
dfl12_040,dfl12_112,1583-11-16,334,19,2
dfl12_085,dfl12_112,1583-11-16,51,15,3
dfl12_209,dfl12_112,1583-11-16,8930,13,7
dfl12_042,dfl12_112,1583-11-16,911,6,10
dfl12_112,dfl12_145,1583-12-12,158,10,10
dfl12_112,dfl12_146,1583-12-12,158,15,0
dfl12_112,dfl12_223,1583-12-12,158,15,0
dfl12_112,dfl12_117,1583-12-12,160,8,4
dfl12_112,dfl12_207,1583-12-12,160,8,4
dfl12_112,dfl12_118,1583-12-12,240,12,6
dfl12_112,dfl12_080,1583-12-12,377,15,0
dfl12_112,dfl12_144,1583-12-12,79,7,6
dfl12_089,dfl12_112,1583-12-15,265,7,2
dfl12_217,dfl12_112,1583-12-15,78,4,7
dfl12_103,dfl12_112,1583-12-15,98,17,6
dfl12_112,dfl12_435,1583-12-28,159,11,8
dfl12_112,dfl12_442,1584-01-12,156,5,0
dfl12_112,dfl12_438,1584-01-21,155,16,8
dfl12_112,dfl12_438,1584-01-21,157,10,0
dfl12_112,dfl12_208,1584-01-21,157,5,10
dfl12_112,dfl12_424,1584-01-21,167,8,8
dfl12_112,dfl12_117,1584-01-21,236,5,0
dfl12_112,dfl12_428,1584-01-27,119,7,4
dfl12_112,dfl12_421,1584-01-27,157,18,4
dfl12_112,dfl12_144,1584-01-27,77,18,4
dfl12_112,dfl12_441,1584-02-10,108,18,9
dfl12_112,dfl12_440,1584-02-10,155,16,8
dfl12_112,dfl12_422,1584-02-10,311,5,0
dfl12_112,dfl12_436,1584-02-16,155,12,6
dfl12_112,dfl12_423,1584-02-16,157,10,0
dfl12_112,dfl12_429,1584-02-16,157,10,0
dfl12_112,dfl12_443,1584-02-16,233,8,9
dfl12_112,dfl12_434,1584-02-16,78,15,0
dfl12_163,dfl12_112,1584-02-22,120,17,7
dfl12_112,dfl12_146,1584-02-28,157,10,0
dfl12_112,dfl12_118,1584-02-28,157,5,10
dfl12_112,dfl12_223,1584-02-28,157,5,10
dfl12_112,dfl12_437,1584-02-28,157,5,10
dfl12_210,dfl12_112,1594-09-05,1055,2,1
dfl12_209,dfl12_112,1594-09-05,1122,5,0
dfl12_210,dfl12_112,1594-09-05,1323,19,0
dfl12_211,dfl12_112,1594-09-05,137,3,0
dfl12_068,dfl12_112,1594-09-05,140,9,0
dfl12_112,dfl12_042,1594-09-05,15,14,11
dfl12_112,dfl12_214,1594-09-05,17,6,11
dfl12_112,dfl12_477,1594-09-05,21959,3,10
dfl12_112,dfl12_474,1594-09-05,2242,14,5
dfl12_202,dfl12_112,1594-09-05,27,10,3
dfl12_211,dfl12_112,1594-09-05,29,3,2
dfl12_112,dfl12_209,1594-09-05,290,3,1
dfl12_202,dfl12_112,1594-09-05,303,16,1
dfl12_214,dfl12_112,1594-09-05,303,3,1
dfl12_048,dfl12_112,1594-09-05,369,15,7
dfl12_112,dfl12_474,1594-09-05,3776,6,2
dfl12_112,dfl12_048,1594-09-05,5,18,7
dfl12_112,dfl12_080,1594-09-05,5,18,7
dfl12_112,dfl12_068,1594-09-05,59,2,8
dfl12_112,dfl12_476,1594-09-05,6,4,0
dfl12_042,dfl12_112,1594-09-05,62,7,6
dfl12_214,dfl12_112,1594-09-05,72,14,2
dfl12_085,dfl12_112,1594-09-05,76,11,0
dfl12_042,dfl12_112,1594-09-05,767,13,11
dfl12_112,dfl12_065,1594-09-05,78,11,10
dfl12_085,dfl12_112,1594-09-05,81,19,3
dfl12_209,dfl12_112,1594-09-05,860,10,0
dfl12_112,dfl12_042,1594-09-05,87,13,3
dfl12_112,dfl12_202,1594-09-05,9,1,0
dfl12_112,dfl12_210,1594-09-05,92,7,1
dfl12_001,dfl12_114,1582-11-08,100,0,0
dfl12_002,dfl12_114,1583-11-04,0,14,7
dfl12_114,dfl12_317,1583-11-23,100,0,0
dfl12_114,dfl12_272,1594-09-20,0,14,7
dfl12_001,dfl12_002,1582-11-08,291,18,5
dfl12_001,dfl12_116,1582-11-08,66,18,5
dfl12_002,dfl12_116,1582-11-26,200,2,7
dfl12_002,dfl12_116,1582-12-11,0,10,0
dfl12_116,dfl12_076,1583-01-06,13,6,11
dfl12_060,dfl12_116,1583-01-06,5,5,7
dfl12_084,dfl12_116,1583-01-10,0,2,3
dfl12_116,dfl12_091,1583-01-15,2,10,0
dfl12_116,dfl12_325,1583-01-17,3,6,3
dfl12_002,dfl12_116,1583-05-13,0,15,0
dfl12_080,dfl12_116,1583-06-29,4,2,10
dfl12_106,dfl12_116,1583-08-01,3,12,0
dfl12_033,dfl12_116,1583-11-16,1,16,3
dfl12_116,dfl12_084,1583-12-28,3,3,0
dfl12_117,dfl12_002,1584-01-14,158,15,0
dfl12_117,dfl12_002,1584-01-21,160,8,4
dfl12_117,dfl12_002,1584-03-15,236,5,0
dfl12_118,dfl12_002,1584-01-27,240,12,6
dfl12_118,dfl12_002,1584-04-21,157,5,10
dfl12_119,dfl12_002,1583-07-02,80,0,0
dfl12_120,dfl12_002,1584-01-06,158,10,10
dfl12_121,dfl12_002,1583-05-25,160,8,4
dfl12_121,dfl12_002,1583-12-01,312,18,4
dfl12_122,dfl12_002,1583-02-03,197,18,4
dfl12_122,dfl12_002,1583-06-24,404,3,4
dfl12_122,dfl12_002,1583-10-06,400,0,0
dfl12_123,dfl12_002,1583-12-15,118,6,2
dfl12_124,dfl12_002,1583-07-16,161,13,4
dfl12_125,dfl12_002,1583-12-28,156,13,4
dfl12_126,dfl12_002,1583-05-03,24,10,9
dfl12_127,dfl12_002,1583-06-02,160,8,4
dfl12_127,dfl12_002,1583-06-10,192,10,0
dfl12_128,dfl12_002,1583-06-17,241,17,6
dfl12_128,dfl12_002,1583-06-28,127,19,7
dfl12_129,dfl12_002,1583-03-12,163,6,8
dfl12_130,dfl12_002,1583-12-14,162,18,4
dfl12_131,dfl12_002,1583-03-31,246,5,0
dfl12_131,dfl12_002,1583-06-28,242,10,0
dfl12_132,dfl12_163,1583-02-05,33,12,11
dfl12_002,dfl12_132,1583-03-12,33,12,11
dfl12_132,dfl12_002,1583-04-28,173,3,2
dfl12_133,dfl12_334,1583-04-30,226,9,10
dfl12_133,dfl12_002,1583-10-04,421,10,0
dfl12_133,dfl12_002,1583-12-05,278,0,2
dfl12_133,dfl12_002,1584-09-07,78,2,8
dfl12_135,dfl12_002,1584-01-14,234,7,6
dfl12_136,dfl12_002,1583-05-14,15,16,8
dfl12_136,dfl12_002,1583-07-29,32,8,4
dfl12_136,dfl12_002,1583-09-06,16,1,8
dfl12_137,dfl12_300,1583-04-01,287,5,10
dfl12_137,dfl12_002,1583-09-19,158,2,6
dfl12_138,dfl12_002,1583-11-10,163,6,8
dfl12_139,dfl12_002,1583-11-18,238,15,0
dfl12_140,dfl12_002,1582-12-20,246,17,6
dfl12_141,dfl12_002,1583-01-04,164,3,4
dfl12_142,dfl12_002,1583-12-26,262,9,0
dfl12_143,dfl12_002,1583-12-14,116,12,0
dfl12_144,dfl12_002,1584-01-04,79,7,6
dfl12_144,dfl12_002,1584-01-22,77,18,4
dfl12_145,dfl12_002,1584-01-04,158,10,10
dfl12_146,dfl12_002,1584-01-04,158,15,0
dfl12_146,dfl12_002,1584-04-21,157,10,0
dfl12_002,dfl12_147,1583-06-28,6,10,8
dfl12_080,dfl12_147,1583-06-29,2,5,5
dfl12_147,dfl12_214,1583-09-19,258,12,4
dfl12_148,dfl12_322,1584-03-27,6,11,8
dfl12_316,dfl12_149,1583-01-15,8,13,4
dfl12_317,dfl12_149,1583-08-25,53,7,11
dfl12_151,dfl12_289,1583-12-01,4709,10,6
dfl12_350,dfl12_152,1583-01-31,52,3,4
dfl12_152,dfl12_350,1584-01-07,52,3,4
dfl12_350,dfl12_153,1583-01-31,36,19,3
dfl12_002,dfl12_153,1584-01-07,100,0,0
dfl12_153,dfl12_350,1584-01-07,139,14,3
dfl12_350,dfl12_154,1583-01-31,35,9,2
dfl12_002,dfl12_154,1584-01-07,100,0,0
dfl12_154,dfl12_350,1584-01-07,135,9,2
dfl12_350,dfl12_155,1583-01-31,38,15,8
dfl12_002,dfl12_155,1584-01-07,100,0,0
dfl12_155,dfl12_350,1584-01-07,38,15,8
dfl12_155,dfl12_350,1584-03-22,100,0,0
dfl12_350,dfl12_156,1583-01-21,34,1,5
dfl12_002,dfl12_156,1584-01-07,100,0,0
dfl12_156,dfl12_350,1584-01-07,134,1,5
dfl12_350,dfl12_157,1583-01-21,38,3,8
dfl12_002,dfl12_157,1584-01-07,100,0,0
dfl12_157,dfl12_350,1584-01-07,138,3,8
dfl12_350,dfl12_158,1583-01-21,38,9,3
dfl12_002,dfl12_158,1584-01-07,100,0,0
dfl12_158,dfl12_350,1584-01-07,138,9,3
dfl12_350,dfl12_159,1583-01-21,37,11,2
dfl12_002,dfl12_159,1584-01-07,100,0,0
dfl12_159,dfl12_350,1584-01-07,137,11,2
dfl12_253,dfl12_160,1583-01-31,11,11,5
dfl12_103,dfl12_160,1583-01-31,2,3,4
dfl12_116,dfl12_160,1583-01-31,32,3,0
dfl12_065,dfl12_160,1583-01-31,37,16,6.5
dfl12_068,dfl12_160,1583-01-31,56,11,8
dfl12_160,dfl12_055,1583-11-16,16,13,4
dfl12_160,dfl12_340,1584-01-07,123,12,7.5
dfl12_161,dfl12_002,1583-02-05,120,0,0
dfl12_162,dfl12_002,1583-02-05,6,5,0
dfl12_175,dfl12_163,1583-03-12,100,6,3
dfl12_164,dfl12_176,1583-03-23,362,8,0
dfl12_165,dfl12_002,1583-03-23,33,6,8
dfl12_165,dfl12_175,1583-03-23,81,13,4
dfl12_166,dfl12_002,1583-02-09,400,0,0
dfl12_002,dfl12_167,1583-02-11,2,0,0
dfl12_002,dfl12_167,1583-03-23,4,0,0
dfl12_002,dfl12_168,1583-02-16,9,2,8
dfl12_002,dfl12_168,1583-07-06,8,6,8
dfl12_002,dfl12_168,1583-09-22,124,18,4
dfl12_169,dfl12_002,1583-04-14,165,0,0
dfl12_169,dfl12_002,1583-04-29,157,18,4
dfl12_169,dfl12_002,1583-06-04,162,1,8
dfl12_169,dfl12_002,1583-10-05,160,16,8
dfl12_170,dfl12_300,1583-04-05,100,0,0
dfl12_170,dfl12_002,1583-04-08,105,4,2
dfl12_170,dfl12_002,1583-12-14,157,15,6
dfl12_171,dfl12_002,1583-04-06,2,1,8
dfl12_171,dfl12_002,1583-06-21,242,10,0
dfl12_172,dfl12_002,1583-04-05,46,19,2
dfl12_173,dfl12_002,1583-11-28,156,9,2
dfl12_174,dfl12_002,1583-04-05,152,6,2
dfl12_174,dfl12_002,1583-05-06,287,5,10
dfl12_002,dfl12_175,1583-04-01,18,12,11
dfl12_176,dfl12_002,1583-03-23,362,8,0
dfl12_177,dfl12_002,1583-04-30,126,14,4
dfl12_178,dfl12_002,1583-06-07,162,1,8
dfl12_180,dfl12_002,1583-11-28,156,13,4
dfl12_181,dfl12_136,1583-05-12,15,16,8
dfl12_181,dfl12_171,1583-05-13,242,10,0
dfl12_181,dfl12_183,1583-05-13,323,15,0
dfl12_181,dfl12_186,1583-06-04,243,2,6
dfl12_181,dfl12_136,1583-06-14,32,8,4
dfl12_181,dfl12_164,1583-06-14,546,17,1
dfl12_331,dfl12_181,1583-07-26,1,2,6
dfl12_181,dfl12_331,1583-07-26,222,16,0
dfl12_181,dfl12_331,1583-07-26,75,5,4
dfl12_356,dfl12_181,1583-07-30,31,5,0
dfl12_181,dfl12_112,1583-07-30,810,16,6
dfl12_181,dfl12_201,1583-08-07,155,15,11
dfl12_181,dfl12_136,1583-08-07,16,1,8
dfl12_181,dfl12_355,1583-08-07,5,0,6
dfl12_047,dfl12_181,1583-08-09,256,2,0
dfl12_181,dfl12_133,1583-08-26,172,3,10
dfl12_181,dfl12_133,1583-08-26,249,5,10
dfl12_181,dfl12_122,1583-08-26,400,0,0
dfl12_268,dfl12_181,1583-08-31,196,18,6
dfl12_317,dfl12_181,1583-08-31,93,6,2
dfl12_186,dfl12_181,1583-09-19,243,2,6
dfl12_112,dfl12_181,1583-09-19,5180,4,1
dfl12_164,dfl12_181,1583-09-19,546,17,1
dfl12_181,dfl12_192,1583-10-01,191,13,8
dfl12_181,dfl12_133,1583-10-01,278,0,2
dfl12_181,dfl12_123,1583-10-28,118,6,2
dfl12_181,dfl12_142,1583-10-28,262,8,11
dfl12_181,dfl12_143,1583-10-30,116,12,0
dfl12_181,dfl12_170,1583-10-30,157,15,6
dfl12_181,dfl12_222,1583-11-10,313,19,2
dfl12_181,dfl12_135,1583-11-28,234,7,6
dfl12_181,dfl12_149,1583-12-15,4,3,4
dfl12_181,dfl12_391,1583-12-15,4,3,4
dfl12_181,dfl12_083,1583-12-15,8,6,8
dfl12_181,dfl12_431,1583-12-28,113,18,1
dfl12_181,dfl12_425,1583-12-28,194,5,5
dfl12_065,dfl12_181,1583-12-28,640,13,6
dfl12_181,dfl12_112,1584-01-27,383,6,8
dfl12_181,dfl12_439,1584-02-16,154,3,4
dfl12_181,dfl12_112,1584-02-16,192,1,3
dfl12_181,dfl12_427,1584-02-16,230,1,10
dfl12_181,dfl12_432,1584-03-15,270,13,4
dfl12_181,dfl12_444,1584-03-15,29,12,0
dfl12_181,dfl12_430,1584-03-15,387,14,11
dfl12_181,dfl12_091,1584-03-27,200,0,0
dfl12_181,dfl12_426,1584-03-27,31,0,0
dfl12_181,dfl12_433,1584-03-27,512,13,9
dfl12_181,dfl12_447,1584-04-15,196,7,1
dfl12_181,dfl12_449,1584-04-29,134,2,7
dfl12_181,dfl12_451,1584-05-08,312,2,3
dfl12_181,dfl12_452,1584-05-08,79,8,7
dfl12_181,dfl12_457,1584-06-02,129,3,0
dfl12_181,dfl12_466,1584-06-02,170,16,8
dfl12_181,dfl12_449,1584-06-02,253,15,0
dfl12_181,dfl12_458,1584-06-02,406,5,0
dfl12_181,dfl12_466,1584-06-30,699,13,9
dfl12_181,dfl12_133,1584-06-30,78,2,8
dfl12_181,dfl12_471,1584-08-17,160,8,4
dfl12_181,dfl12_447,1584-08-17,280,14,7
dfl12_181,dfl12_469,1584-08-17,305,15,5
dfl12_181,dfl12_473,1584-09-15,395,17,11
dfl12_181,dfl12_112,1584-11-04,196,19,7
dfl12_181,dfl12_112,1584-11-04,393,19,2
dfl12_181,dfl12_112,1584-11-04,472,15,0
dfl12_181,dfl12_112,1584-11-11,709,4,8
dfl12_181,dfl12_466,1584-11-20,397,18,4
dfl12_268,dfl12_181,1584-11-22,26,17,9
dfl12_181,dfl12_179,1584-11-22,28,11,8
dfl12_268,dfl12_181,1584-11-22,290,11,11
dfl12_181,dfl12_293,1584-11-22,43,8,0
dfl12_181,dfl12_112,1584-12-02,1018,7,8
dfl12_181,dfl12_112,1584-12-29,418,16,10
dfl12_181,dfl12_112,1585-01-01,1108,2,11
dfl12_317,dfl12_181,1585-01-28,1,5,6
dfl12_181,dfl12_426,1585-01-28,32,13,4
dfl12_181,dfl12_112,1585-02-28,389,13,0
dfl12_474,dfl12_181,1594-09-05,164,18,4
dfl12_474,dfl12_181,1594-09-05,1849,10,0
dfl12_474,dfl12_181,1594-09-05,3827,1,4
dfl12_268,dfl12_181,1594-09-05,44,14,7
dfl12_181,dfl12_475,1594-09-05,45,6,8
dfl12_181,dfl12_002,1594-09-12,2020,16,8
dfl12_181,dfl12_002,1594-09-12,232,10,0
dfl12_181,dfl12_002,1594-09-13,235,0,0
dfl12_181,dfl12_002,1594-09-13,395,16,8
dfl12_181,dfl12_491,1594-12-16,305,6,8
dfl12_182,dfl12_002,1583-07-02,161,17,6
dfl12_182,dfl12_002,1583-12-13,157,1,8
dfl12_183,dfl12_002,1583-06-18,323,15,0
dfl12_183,dfl12_002,1583-09-24,158,2,6
dfl12_184,dfl12_002,1583-07-23,162,1,8
dfl12_184,dfl12_002,1583-10-08,315,16,8
dfl12_185,dfl12_002,1583-07-21,5,0,0
dfl12_187,dfl12_002,1583-08-15,178,5,10
dfl12_188,dfl12_002,1583-07-06,160,8,4
dfl12_189,dfl12_002,1583-07-05,160,8,4
dfl12_190,dfl12_317,1583-07-03,160,8,4
dfl12_190,dfl12_002,1583-07-06,0,4,2
dfl12_191,dfl12_002,1583-07-30,243,15,0
dfl12_192,dfl12_002,1583-07-04,183,6,8
dfl12_192,dfl12_002,1583-11-11,191,13,7
dfl12_193,dfl12_002,1583-07-12,80,1,0
dfl12_101,dfl12_194,1583-07-02,19,19,5
dfl12_195,dfl12_002,1583-11-28,159,11,8
dfl12_196,dfl12_002,1583-08-13,159,3,4
dfl12_196,dfl12_002,1583-11-16,159,11,8
dfl12_197,dfl12_002,1583-08-11,159,3,4
dfl12_198,dfl12_002,1583-10-18,157,18,4
dfl12_198,dfl12_002,1583-11-05,94,7,6
dfl12_002,dfl12_199,1583-07-28,22,0,0
dfl12_200,dfl12_317,1583-09-19,346,12,4
dfl12_201,dfl12_002,1583-09-23,265,0,8
dfl12_047,dfl12_202,1583-08-09,340,13,6
dfl12_073,dfl12_202,1594-09-05,165,13,2
dfl12_202,dfl12_073,1594-09-05,4,10,6
dfl12_316,dfl12_203,1583-07-30,13,14,10
dfl12_002,dfl12_204,1583-08-20,22,1,2
dfl12_002,dfl12_204,1583-10-03,12,11,6
dfl12_254,dfl12_204,1594-10-15,16,6,0
dfl12_204,dfl12_483,1594-10-15,23,4,0.6666
dfl12_204,dfl12_254,1594-10-15,59,18,3.5
dfl12_205,dfl12_002,1583-10-08,159,3,4
dfl12_206,dfl12_002,1583-10-26,160,0,0
dfl12_207,dfl12_002,1584-01-17,160,8,4
dfl12_208,dfl12_002,1583-11-08,159,11,8
dfl12_208,dfl12_002,1583-12-05,158,15,0
dfl12_208,dfl12_002,1584-01-06,158,6,8
dfl12_208,dfl12_002,1584-03-05,157,5,10
dfl12_316,dfl12_209,1584-03-25,23,4,8
dfl12_209,dfl12_002,1584-07-30,10,12,2
dfl12_209,dfl12_002,1594-09-12,648,2,3
dfl12_213,dfl12_064,1583-12-11,0,3,1.5
dfl12_214,dfl12_467,1584-07-06,88,0,0
dfl12_073,dfl12_214,1594-09-05,187,18,7
dfl12_214,dfl12_073,1594-09-05,8,13,5
dfl12_002,dfl12_215,1584-04-28,4,6,4
dfl12_215,dfl12_448,1584-04-29,193,6,10
dfl12_215,dfl12_453,1584-05-16,204,8,0
dfl12_002,dfl12_215,1584-06-06,1,14,0
dfl12_454,dfl12_215,1584-07-30,35,15,0
dfl12_216,dfl12_002,1583-10-15,316,3,7
dfl12_217,dfl12_002,1583-12-01,78,4,7
dfl12_218,dfl12_002,1583-12-03,156,9,2
dfl12_219,dfl12_002,1583-12-03,156,9,2
dfl12_220,dfl12_002,1583-12-03,156,9,2
dfl12_221,dfl12_002,1584-01-03,158,6,8
dfl12_222,dfl12_002,1583-12-29,313,19,2
dfl12_223,dfl12_002,1584-01-03,158,15,0
dfl12_223,dfl12_002,1584-01-14,158,15,0
dfl12_223,dfl12_002,1584-07-30,157,5,10
dfl12_001,dfl12_224,1582-11-08,39,19,0
dfl12_224,dfl12_002,1594-09-13,9,0,0
dfl12_002,dfl12_224,1594-09-14,1,11,6
dfl12_001,dfl12_225,1582-11-08,69,6,8
dfl12_225,dfl12_002,1594-09-13,4,6,8
dfl12_002,dfl12_225,1594-09-14,0,11,6.5
dfl12_001,dfl12_226,1582-11-08,5186,3,4.5
dfl12_226,dfl12_076,1583-09-13,100,0,0
dfl12_337,dfl12_226,1583-11-16,74,6,8
dfl12_002,dfl12_226,1594-09-14,400,0,0
dfl12_001,dfl12_227,1582-11-08,117,6,8
dfl12_001,dfl12_228,1582-11-08,85,6,8
