credit,debit,date,l,s,d
2,145,1584-01-07,100,0,0
145,339,1584-01-07,38,15,8
145,339,1584-03-22,100,0,0
339,146,1583-01-21,34,1,5
2,146,1584-01-07,100,0,0
146,339,1584-01-07,134,1,5
339,147,1583-01-21,38,3,8
2,147,1584-01-07,100,0,0
147,339,1584-01-07,138,3,8
339,148,1583-01-21,38,9,3
2,148,1584-01-07,100,0,0
148,339,1584-01-07,138,9,3
339,149,1583-01-21,37,11,2
2,149,1584-01-07,100,0,0
149,339,1584-01-07,137,11,2
242,150,1583-01-31,11,11,5
98,150,1583-01-31,2,3,4
106,150,1583-01-31,32,3,0
62,150,1583-01-31,37,16,6.5
65,150,1583-01-31,56,11,8
150,52,1583-11-16,16,13,4
150,329,1584-01-07,123,12,7.5
151,2,1583-02-05,120,0,0
152,2,1583-02-05,6,5,0
165,153,1583-03-12,100,6,3
154,166,1583-03-23,362,8,0
155,2,1583-03-23,33,6,8
155,165,1583-03-23,81,13,4
156,2,1583-02-09,400,0,0
2,157,1583-02-11,2,0,0
2,157,1583-03-23,4,0,0
2,158,1583-02-16,9,2,8
2,158,1583-07-06,8,6,8
2,158,1583-09-22,124,18,4
159,2,1583-04-14,165,0,0
159,2,1583-04-29,157,18,4
159,2,1583-06-04,162,1,8
159,2,1583-10-05,160,16,8
160,289,1583-04-05,100,0,0
160,2,1583-04-08,105,4,2
160,2,1583-12-14,157,15,6
161,2,1583-04-06,2,1,8
161,2,1583-06-21,242,10,0
162,2,1583-04-05,46,19,2
163,2,1583-11-28,156,9,2
164,2,1583-04-05,152,6,2
164,2,1583-05-06,287,5,10
2,165,1583-04-01,18,12,11
166,2,1583-03-23,362,8,0
167,2,1583-04-30,126,14,4
168,2,1583-06-07,162,1,8
170,2,1583-11-28,156,13,4
171,126,1583-05-12,15,16,8
171,161,1583-05-13,242,10,0
171,173,1583-05-13,323,15,0
171,176,1583-06-04,243,2,6
171,126,1583-06-14,32,8,4
171,154,1583-06-14,546,17,1
320,171,1583-07-26,1,2,6
171,320,1583-07-26,222,16,0
171,320,1583-07-26,75,5,4
345,171,1583-07-30,31,5,0
171,104,1583-07-30,810,16,6
171,191,1583-08-07,155,15,11
171,126,1583-08-07,16,1,8
171,344,1583-08-07,5,0,6
44,171,1583-08-09,256,2,0
171,123,1583-08-26,172,3,10
171,123,1583-08-26,249,5,10
171,112,1583-08-26,400,0,0
257,171,1583-08-31,196,18,6
306,171,1583-08-31,93,6,2
176,171,1583-09-19,243,2,6
104,171,1583-09-19,5180,4,1
154,171,1583-09-19,546,17,1
171,182,1583-10-01,191,13,8
171,123,1583-10-01,278,0,2
171,113,1583-10-28,118,6,2
171,132,1583-10-28,262,8,11
171,133,1583-10-30,116,12,0
171,160,1583-10-30,157,15,6
171,212,1583-11-10,313,19,2
171,125,1583-11-28,234,7,6
171,139,1583-12-15,4,3,4
171,380,1583-12-15,4,3,4
171,80,1583-12-15,8,6,8
171,419,1583-12-28,113,18,1
171,413,1583-12-28,194,5,5
62,171,1583-12-28,640,13,6
171,104,1584-01-27,383,6,8
171,427,1584-02-16,154,3,4
171,104,1584-02-16,192,1,3
171,415,1584-02-16,230,1,10
171,420,1584-03-15,270,13,4
171,432,1584-03-15,29,12,0
171,418,1584-03-15,387,14,11
171,88,1584-03-27,200,0,0
171,414,1584-03-27,31,0,0
171,421,1584-03-27,512,13,9
171,435,1584-04-15,196,7,1
171,437,1584-04-29,134,2,7
171,439,1584-05-08,312,2,3
171,440,1584-05-08,79,8,7
171,445,1584-06-02,129,3,0
171,454,1584-06-02,170,16,8
171,437,1584-06-02,253,15,0
171,446,1584-06-02,406,5,0
171,454,1584-06-30,699,13,9
171,123,1584-06-30,78,2,8
171,459,1584-08-17,160,8,4
171,435,1584-08-17,280,14,7
171,457,1584-08-17,305,15,5
171,461,1584-09-15,395,17,11
171,104,1584-11-04,196,19,7
171,104,1584-11-04,393,19,2
171,104,1584-11-04,472,15,0
171,104,1584-11-11,709,4,8
171,454,1584-11-20,397,18,4
257,171,1584-11-22,26,17,9
171,169,1584-11-22,28,11,8
257,171,1584-11-22,290,11,11
171,282,1584-11-22,43,8,0
171,104,1584-12-02,1018,7,8
171,104,1584-12-29,418,16,10
171,104,1585-01-01,1108,2,11
306,171,1585-01-28,1,5,6
171,414,1585-01-28,32,13,4
171,104,1585-02-28,389,13,0
462,171,1594-09-05,164,18,4
462,171,1594-09-05,1849,10,0
462,171,1594-09-05,3827,1,4
257,171,1594-09-05,44,14,7
171,463,1594-09-05,45,6,8
171,2,1594-09-12,2020,16,8
171,2,1594-09-12,232,10,0
171,2,1594-09-13,235,0,0
171,2,1594-09-13,395,16,8
171,479,1594-12-16,305,6,8
172,2,1583-07-02,161,17,6
172,2,1583-12-13,157,1,8
173,2,1583-06-18,323,15,0
173,2,1583-09-24,158,2,6
174,2,1583-07-23,162,1,8
174,2,1583-10-08,315,16,8
175,2,1583-07-21,5,0,0
177,2,1583-08-15,178,5,10
178,2,1583-07-06,160,8,4
179,2,1583-07-05,160,8,4
180,306,1583-07-03,160,8,4
180,2,1583-07-06,0,4,2
181,2,1583-07-30,243,15,0
182,2,1583-07-04,183,6,8
182,2,1583-11-11,191,13,7
183,2,1583-07-12,80,1,0
96,184,1583-07-02,19,19,5
185,2,1583-11-28,159,11,8
186,2,1583-08-13,159,3,4
186,2,1583-11-16,159,11,8
187,2,1583-08-11,159,3,4
188,2,1583-10-18,157,18,4
188,2,1583-11-05,94,7,6
2,189,1583-07-28,22,0,0
190,306,1583-09-19,346,12,4
191,2,1583-09-23,265,0,8
44,192,1583-08-09,340,13,6
70,192,1594-09-05,165,13,2
192,70,1594-09-05,4,10,6
305,193,1583-07-30,13,14,10
2,194,1583-08-20,22,1,2
2,194,1583-10-03,12,11,6
243,194,1594-10-15,16,6,0
194,471,1594-10-15,23,4,0.6666
194,243,1594-10-15,59,18,3.5
195,2,1583-10-08,159,3,4
196,2,1583-10-26,160,0,0
197,2,1584-01-17,160,8,4
198,2,1583-11-08,159,11,8
198,2,1583-12-05,158,15,0
198,2,1584-01-06,158,6,8
198,2,1584-03-05,157,5,10
305,199,1584-03-25,23,4,8
199,2,1584-07-30,10,12,2
199,2,1594-09-12,648,2,3
203,61,1583-12-11,0,3,1.5
204,455,1584-07-06,88,0,0
70,204,1594-09-05,187,18,7
204,70,1594-09-05,8,13,5
2,205,1584-04-28,4,6,4
205,436,1584-04-29,193,6,10
205,441,1584-05-16,204,8,0
2,205,1584-06-06,1,14,0
442,205,1584-07-30,35,15,0
206,2,1583-10-15,316,3,7
207,2,1583-12-01,78,4,7
208,2,1583-12-03,156,9,2
209,2,1583-12-03,156,9,2
210,2,1583-12-03,156,9,2
211,2,1584-01-03,158,6,8
212,2,1583-12-29,313,19,2
213,2,1584-01-03,158,15,0
213,2,1584-01-14,158,15,0
213,2,1584-07-30,157,5,10
1,214,1582-11-08,39,19,0
214,2,1594-09-13,9,0,0
2,214,1594-09-14,1,11,6
1,215,1582-11-08,69,6,8
215,2,1594-09-13,4,6,8
2,215,1594-09-14,0,11,6.5
1,216,1582-11-08,5186,3,4.5
216,73,1583-09-13,100,0,0
326,216,1583-11-16,74,6,8
2,216,1594-09-14,400,0,0
1,217,1582-11-08,117,6,8
1,218,1582-11-08,85,6,8
218,2,1594-09-12,22,19,10
218,2,1594-09-13,16,0,0
1,219,1582-11-08,425,0,0
2,219,1594-09-14,0,1,8
2,219,1594-09-14,0,11,6
2,219,1594-09-14,0,8,4
2,219,1594-09-14,3,2,8
2,219,1594-09-14,6,4,5.5
219,473,1594-09-20,10,8,7.5
219,473,1594-09-20,400,0,0
1,220,1582-11-08,283,6,8
220,2,1594-09-13,50,0,0
220,2,1594-09-13,68,15,6.6666
1,221,1582-11-08,283,0,0
221,2,1594-09-12,12,13,4
221,2,1594-09-12,14,8,9.3333
221,2,1594-09-12,16,13,4
221,2,1594-09-12,55,19,8.6666
221,2,1594-09-13,16,13,4
221,2,1594-09-13,16,13,4
221,2,1594-09-13,16,2,3
221,2,1594-09-13,33,6,8
1,222,1582-11-08,542,6,10
223,1,1582-11-08,5,9,4
224,1,1582-11-08,15,0,0
225,1,1582-11-08,18,15,5
226,1,1582-11-08,15,19,2
227,1,1582-11-08,0,9,0
228,1,1582-11-08,22,7,6
229,1,1582-11-08,18,13,10
230,1,1582-11-08,6,17,5
231,1,1582-11-08,2,13,3
232,1,1582-11-08,7,0,0
233,1,1582-11-08,1,6,0
234,1,1582-11-08,73,0,0
2,234,1583-08-01,4,3,4
2,234,1583-08-01,75,13,2
235,1,1582-11-08,67,8,11
236,1,1582-11-08,12,7,9
237,1,1582-11-08,2,6,8
238,1,1582-11-08,16,15,6
239,1,1582-11-08,5,10,8
240,1,1582-11-08,3041,13,4
106,240,1583-01-06,9,6,4
240,319,1583-01-31,20,6,2
62,240,1583-01-31,7,14,8
319,240,1583-07-05,20,2,6
2,240,1583-10-18,16,13,4
2,240,1583-12-12,0,5,8
240,35,1583-12-15,990,12,2
2,240,1584-01-07,400,0,0
2,240,1584-03-15,350,0,0
2,240,1584-03-22,150,0,0
104,240,1584-03-22,2015,0,0
73,240,1584-03-30,101,3,7
240,254,1584-11-02,200,0,0
284,240,1584-11-24,200,0,0
240,354,1594-09-20,14,18,4
240,339,1594-09-20,191,7,0.875
240,370,1594-09-20,2,0,0
240,331,1594-09-20,525,12,10
254,240,1594-09-30,50,13,4
240,433,1594-10-01,128,15,3.5
240,465,1594-10-01,155,14,8
240,278,1594-10-01,41,14,8.5
240,433,1594-10-01,79,17,6
25,240,1594-10-04,10,10,3.75
77,240,1594-10-04,10,7,11
171,240,1594-10-04,1517,3,9.2916
465,240,1594-10-04,180,1,5.3333
333,240,1594-10-04,20,5,6
278,240,1594-10-04,51,5,2
470,240,1594-10-04,8,18,11
473,240,1594-12-15,107,9,5.5
476,240,1594-12-15,115,10,0
240,478,1594-12-15,3,6,8
284,240,1594-12-15,3,6,8
216,240,1594-12-15,50,0,0
241,1,1582-11-08,5327,6,8
2,241,1582-12-13,6,0,0
106,241,1583-01-06,11,12,5
2,241,1583-01-22,6,0,0
241,319,1583-01-31,9,6,2
2,241,1583-02-16,7,2,6
2,241,1583-07-11,1,6,8
2,241,1583-08-02,6,0,0
2,241,1583-09-23,10,0,0
2,241,1583-10-06,16,0,0
2,241,1583-10-12,20,0,0
2,241,1583-11-05,23,18,9
241,52,1583-11-16,16,13,4
241,35,1583-12-15,1732,4,2.5
104,241,1583-12-15,18,12,0
241,313,1583-12-15,9,15,0
2,241,1583-12-21,22,13,4
2,241,1584-01-07,600,0,0
2,241,1584-01-21,0,11,0
2,241,1584-03-15,1051,15,6
104,241,1584-03-22,3565,0,0
336,241,1594-09-30,756,0,9.5
242,1,1582-11-08,5333,6,8
2,242,1582-12-01,11,5,8
2,242,1582-12-24,6,0,0
106,242,1583-01-06,11,12,5
2,242,1583-01-07,8,18,8
2,242,1583-02-18,0,5,4
2,242,1583-02-18,1,0,0
2,242,1583-02-18,2,1,2
2,242,1583-02-18,6,6,6
242,143,1583-02-21,2,15,0
242,2,1583-02-21,3,14,7
2,242,1583-07-11,2,18,8
2,242,1583-11-02,1,0,0
2,242,1583-11-15,12,0,0
2,242,1583-11-24,16,13,4
2,242,1583-12-08,3,6,0
242,35,1583-12-15,1732,4,2.5
242,313,1583-12-15,9,15,0
339,242,1584-01-07,7009,19,1.5
243,1,1582-11-08,56,6,3
244,1,1582-11-08,82,6,8
2,244,1583-02-01,85,12,10
245,1,1582-11-08,49,0,3
246,1,1582-11-08,70,2,6
247,1,1582-11-08,33,18,4
248,1,1582-11-08,200,0,0
249,1,1582-11-08,9,5,0
250,1,1582-11-08,108,10,0
2,250,1583-05-10,6,5,0
2,250,1583-12-12,107,11,6
251,1,1582-11-08,106,5,0
2,251,1583-02-19,6,5,0
2,251,1583-11-28,106,5,0
252,1,1582-11-08,19,1,7
253,1,1582-11-08,28,6,5
2,253,1594-09-13,24,0,0
254,1,1582-11-08,149,6,8
255,1,1582-11-08,77,16,4.5
2,255,1583-11-28,82,5,7
256,1,1582-11-08,353,1,10
2,256,1582-11-28,10,0,0
305,256,1583-01-15,0,7,10
2,256,1583-02-02,20,0,0
2,256,1583-03-25,15,0,0
2,256,1583-07-06,12,0,0
2,256,1583-08-08,80,0,0
2,256,1583-08-20,20,0,0
2,256,1583-09-27,16,13,4
2,256,1583-10-21,94,14,0
257,1,1582-11-08,483,1,3.5
257,40,1583-01-06,0,15,0
305,257,1583-03-15,0,5,10
305,257,1583-03-15,27,10,8
34,257,1583-03-27,30,12,2
305,257,1583-03-28,1,15,8
305,257,1583-03-28,13,15,1
2,257,1584-01-21,4,10,4
88,257,1584-02-22,11,9,11
88,257,1584-02-22,162,4,11
257,81,1584-02-22,17,0,2
257,139,1584-02-22,24,13,10.5
153,257,1584-02-22,44,10,4
87,257,1584-02-22,50,11,5
257,70,1584-02-22,6,16,6
306,257,1584-07-14,274,8,2
305,257,1584-07-26,0,11,0
88,257,1585-01-28,16,16,6
2,257,1594-09-13,11,14,0
2,257,1594-09-13,63,15,0
2,257,1594-09-13,67,3,9
88,257,1594-09-20,47,13,1
258,1,1582-11-08,1600,0,0
259,1,1582-11-08,48,19,2
2,259,1583-09-29,62,2,8
260,1,1582-11-08,54,0,4.5
2,260,1584-05-07,1,10,4
2,260,1584-08-13,33,6,8
261,1,1582-11-08,25,0,0
262,1,1582-11-08,336,15,5.5
278,262,1594-09-20,336,15,5.5
263,1,1582-11-08,0,2,0
264,1,1582-11-08,4,12,8
265,1,1582-11-08,200,0,0
2,265,1583-10-03,433,6,8
266,1,1582-11-08,133,6,6
266,93,1583-06-28,8,6,8
2,266,1583-07-30,8,6,8
2,266,1583-10-06,135,8,4
267,1,1582-11-08,67,8,5
2,267,1583-10-28,70,18,8
268,1,1582-11-08,106,5,0
2,268,1583-10-03,111,14,6
269,1,1582-11-08,105,1,8.5
2,269,1583-12-12,105,1,8.5
270,1,1582-11-08,142,9,6
285,270,1594-09-20,142,9,6
271,1,1582-11-08,207,13,1
272,1,1582-11-08,580,19,2.5
273,1,1582-11-08,133,6,8
2,273,1583-08-01,8,6,8
2,273,1583-10-03,136,16,1
274,1,1582-11-08,82,13,0
106,274,1583-01-06,25,7,0
2,274,1583-06-28,2,0,0
274,52,1583-11-16,16,13,4
2,274,1584-03-15,71,19,4
275,1,1582-11-08,100,0,0
275,52,1583-11-16,16,13,4
2,275,1584-01-04,116,13,4
276,1,1582-11-08,113,2,10
106,276,1583-01-06,20,5,4
2,276,1583-03-26,100,0,0
2,276,1583-04-01,166,13,4
2,276,1583-06-28,2,0,0
2,276,1583-09-27,1030,0,0
2,276,1583-10-26,32,4,5.5
276,2,1583-11-28,32,4,5.5
276,329,1584-01-07,1205,15,10
277,1,1582-11-08,200,0,0
2,277,1583-08-20,2,4,0
2,277,1583-10-09,0,6,8
2,277,1594-09-13,0,18,8
2,277,1594-09-13,100,3,4
2,277,1594-09-13,16,18,4
2,277,1594-09-13,17,16,7
2,277,1594-09-13,178,3,4
2,277,1594-09-13,20,5,0
2,277,1594-09-13,4,3,4
2,277,1594-09-13,42,16,4
2,277,1594-09-14,1,11,6
2,277,1594-09-14,2,0,0
2,277,1594-09-14,2,0,0
2,277,1594-09-14,3,0,0
2,277,1594-09-14,5,10,2
277,252,1594-09-20,19,1,7
277,253,1594-09-20,4,6,5
278,1,1582-11-08,41112,10,5
216,278,1583-12-26,1240,10,0.5
19,278,1583-12-26,130,10,0
17,278,1583-12-26,317,11,2
278,301,1584-03-30,757,18,4.5
278,248,1584-11-22,200,0,0
278,311,1584-11-22,28,2,7
219,278,1584-11-22,3,6,8
456,278,1584-11-22,312,10,0
2,278,1594-09-14,49,11,0
278,283,1594-09-15,11,4,1
278,470,1594-09-15,14,3,4
26,278,1594-09-15,58,3,10
84,278,1594-09-15,6,10,3
66,278,1594-09-15,8,15,7
48,278,1594-09-15,91,11,5
13,278,1594-09-20,0,0,1
15,278,1594-09-20,0,0,1
278,138,1594-09-20,0,11,8
278,324,1594-09-20,0,4,0
100,278,1594-09-20,1,14,0
2,278,1594-09-20,100,0,0
101,278,1594-09-20,11,17,6
278,220,1594-09-20,118,15,6.6666
278,236,1594-09-20,12,7,9
278,214,1594-09-20,15,9,6
278,238,1594-09-20,16,15,6
278,221,1594-09-20,166,4,1
443,278,1594-09-20,17,7,10
278,237,1594-09-20,2,6,8
55,278,1594-09-20,35,14,5
278,218,1594-09-20,38,19,10
278,245,1594-09-20,49,0,3
278,239,1594-09-20,5,10,8
432,278,1594-09-20,521,1,9.5
215,278,1594-09-20,65,11,6.5
279,1,1582-11-08,50,0,0
2,279,1594-09-15,50,0,0
280,1,1582-11-08,0,14,0
280,106,1583-01-07,10,0,0
2,280,1583-05-03,10,0,0
2,280,1583-05-25,0,4,0
281,1,1582-11-08,300,0,0
2,281,1583-09-07,108,16,3
282,1,1582-11-08,3,8,0
283,1,1582-11-08,11,4,1
284,1,1582-11-08,4945,10,7
284,35,1583-12-15,1609,15,6
2,284,1584-01-07,700,0,0
2,284,1584-03-15,1145,10,7
104,284,1584-03-22,3100,0,0
254,284,1584-11-27,200,0,0
284,254,1584-11-27,200,0,0
454,284,1584-11-27,250,0,0
284,339,1594-09-30,138,12,7.375
284,354,1594-09-30,14,18,4
284,370,1594-09-30,2,0,0
458,284,1594-09-30,7,2,1.5
330,284,1594-09-30,910,19,6
284,433,1594-10-01,128,15,3.5
284,433,1594-10-01,129,10,5
70,284,1594-10-01,242,10,1
77,284,1594-10-04,12,17,6
25,284,1594-10-04,13,0,4.75
465,284,1594-10-04,180,1,5.3333
284,465,1594-10-04,192,15,9
305,284,1594-10-04,23,15,3.5
471,284,1594-10-04,23,4,0.6666
284,88,1594-10-04,24,15,10
284,278,1594-10-04,41,14,8.5
278,284,1594-10-04,83,2,5
473,284,1594-12-15,107,9,5.5
476,284,1594-12-15,115,10,0
284,194,1594-12-15,40,10,3.6666
216,284,1594-12-15,50,0,0
80,284,1594-12-16,17,10,5.5
2,284,1594-12-16,524,12,10.1666
285,1,1582-11-08,328,10,10
2,285,1583-07-02,14,16,8
2,285,1583-07-21,5,3,4
2,285,1583-07-23,0,6,8
2,285,1583-08-20,0,10,11
2,285,1583-08-20,1,9,8
2,285,1583-08-20,2,2,6
2,285,1583-09-07,6,8,9
2,285,1583-10-21,25,2,9
2,285,1584-03-05,10,0,0
2,285,1584-04-22,2,0,0
2,285,1584-04-23,4,19,6
2,285,1584-06-08,1,9,8
2,285,1584-06-28,0,13,4
285,2,1584-06-28,8,16,7
2,285,1584-10-04,20,0,0
2,285,1584-10-15,0,14,8
2,285,1584-12-16,20,0,0
2,285,1584-12-16,5,9,0
2,285,1584-12-28,16,13,4
2,285,1584-12-28,2,0,0
2,285,1585-01-28,25,0,0
2,285,1594-09-14,1,13,6
286,1,1582-11-08,8,11,10
287,1,1582-11-08,100,0,0
2,287,1583-05-21,100,0,0
288,1,1582-11-08,66,3,4
2,288,1583-12-06,66,3,4
289,1,1582-11-08,425,0,0
289,93,1583-02-12,18,18,9
2,289,1583-02-12,25,0,0
2,289,1583-04-05,12,14,2
2,289,1583-04-07,18,15,0
290,1,1582-11-08,303,1,9.5
2,290,1583-03-12,100,0,0
297,290,1583-09-19,26,12,11
291,1,1582-11-08,1,0,0
292,1,1582-11-08,0,15,1
2,292,1584-01-28,0,15,1
293,1,1582-11-08,100,0,0
2,293,1583-09-19,100,0,0
2,293,1583-09-19,23,8,9
294,1,1582-11-08,1,4,4
295,1,1582-11-08,11,11,1
296,1,1582-11-08,0,0,10
297,1,1582-11-08,294,4,2
2,297,1582-12-01,320,17,1
298,1,1582-11-08,100,0,0
299,1,1582-11-08,1453,11,7
299,433,1585-01-28,54,6,10
299,433,1594-09-15,543,8,4
300,1,1582-11-08,367,14,4
2,300,1583-10-03,1,18,4
2,300,1583-10-08,407,6,3
301,1,1582-11-08,448,5,3.5
301,140,1583-02-15,400,0,0
2,301,1583-05-13,159,0,3
301,349,1583-11-16,33,6,8
265,301,1583-11-16,66,13,4
301,348,1583-11-16,91,13,4
290,301,1584-02-22,23,0,0
301,2,1584-03-15,33,6,8
302,1,1582-11-08,10,3,7.5
2,302,1583-11-16,4,3,4
303,1,1582-11-08,37,6,8
2,303,1583-03-26,40,5,0
303,93,1583-04-30,2,18,4
304,1,1582-11-08,1161,19,2
2,304,1582-12-04,6,0,0
2,304,1583-09-19,257,13,11
305,1,1582-11-08,6,15,1.5
325,305,1583-01-10,175,0,0
2,305,1584-02-18,172,18,4
306,1,1582-11-08,376,11,9
2,306,1583-09-16,54,6,1
2,306,1583-09-19,500,3,3
2,306,1584-05-07,100,0,0
437,306,1584-07-20,253,15,0
2,306,1594-12-13,1,5,6
2,306,1594-12-13,131,5,0
307,1,1582-11-08,1,0,0
308,1,1582-11-08,0,5,0
308,2,1583-08-11,159,3,4
309,1,1582-11-08,0,10,0
310,1,1582-11-08,1000,0,0
310,35,1583-12-15,714,10,9
104,310,1584-03-22,1007,10,0
333,310,1594-09-30,707,0,9
311,1,1582-11-08,34,14,3
312,1,1582-11-08,162,10,0
155,312,1583-03-23,130,0,0
313,1,1582-11-08,19,10,0
314,1,1582-11-08,2549,4,6.5
2,314,1582-11-26,1,0,0
2,314,1582-12-01,15,10,0
2,314,1583-01-22,0,15,0
2,314,1583-01-31,3,0,5
2,314,1583-02-12,1,7,4
2,314,1583-02-15,50,0,0
2,314,1583-05-10,25,0,0
315,1,1582-11-08,0,0,2
316,1,1582-11-08,168,0,0
2,316,1582-11-09,14,4,6
317,1,1582-11-08,0,15,1.5
2,317,1583-09-07,0,15,1.5
318,1,1582-11-08,0,8,4
319,1,1582-11-08,1176,4,1
2,319,1582-11-22,16,0,0
2,319,1582-11-27,6,13,4
319,94,1582-12-01,165,8,4
2,319,1582-12-04,50,0,0
79,319,1583-01-05,0,1,8
2,319,1583-01-05,10,0,0
106,319,1583-01-05,11,0,7
2,319,1583-01-07,1,17,6
81,319,1583-01-10,0,17,9
92,319,1583-01-31,1,10,0
98,319,1583-01-31,3,2,4.5
65,319,1583-01-31,33,15,11.5
62,319,1583-01-31,42,18,7
106,319,1583-01-31,7,16,4
319,112,1583-02-03,197,18,4
319,47,1583-02-03,9,10,0.5
2,319,1583-02-07,18,0,0
2,319,1583-02-08,6,0,0
2,319,1583-02-09,1,1,8
2,319,1583-02-09,2,0,0
104,319,1583-02-12,1570,16,8
2,319,1583-02-12,20,2,6
2,319,1583-02-12,8,13,4
2,319,1583-02-18,2,13,4
319,160,1583-02-21,205,4,2
319,162,1583-02-21,46,19,2
319,161,1583-02-21,82,1,8
2,319,1583-02-27,6,0,0
2,319,1583-03-12,6,0,0
2,319,1583-03-16,75,10,0.5
2,319,1583-04-25,100,0,0
323,319,1583-04-25,334,5,0
2,319,1583-06-11,10,0,0
2,319,1583-06-14,5,0,0
319,2,1583-06-14,9,4,0
2,319,1583-06-15,68,1,9
2,319,1583-06-21,10,0,0
2,319,1583-06-21,8,7,10
2,319,1583-06-28,2,0,0
2,319,1583-07-02,10,0,0
2,319,1583-07-12,27,6,4
2,319,1583-07-14,10,0,0
319,47,1583-07-15,217,4,7
319,2,1583-07-15,4,0,0
47,319,1583-07-21,145,4,1
2,319,1583-07-27,10,0,0
2,319,1583-08-08,10,0,0
2,319,1583-08-15,10,0,0
2,319,1583-08-25,10,0,0
319,2,1583-10-03,381,6,3
319,2,1583-10-26,154,1,4.5
319,93,1583-11-16,132,15,1
319,52,1583-11-16,16,13,4
2,319,1584-01-17,18,18,4.5
88,319,1584-02-22,0,0,4
305,319,1584-03-15,49,12,1
319,2,1584-03-22,49,12,5
320,1,1582-11-08,1273,15,2
320,2,1582-11-09,142,3,9
320,2,1582-12-01,40,12,6
320,2,1583-04-08,83,6,8
320,2,1583-04-13,83,6,8
320,2,1583-04-22,50,0,0
320,2,1583-05-05,66,13,4
320,2,1583-05-21,50,0,0
320,2,1583-06-11,33,6,8
320,2,1583-06-21,41,13,4
321,1,1582-11-08,50,0,0
2,321,1583-08-11,50,0,0
322,1,1582-11-08,4288,0,3
2,322,1582-11-21,100,0,0
2,322,1582-12-29,4,2,4
106,322,1583-01-06,9,10,8
2,322,1583-01-07,1,7,6
106,322,1583-01-31,0,5,8
322,319,1583-01-31,4,0,0
2,322,1583-02-10,1,7,6
2,322,1583-03-12,10,17,6
2,322,1583-03-12,4,13,4
2,322,1583-04-21,12,0,0
2,322,1583-06-26,29,13,4
2,322,1583-06-28,2,0,0
2,322,1583-08-04,12,0,0
2,322,1583-08-04,28,0,0
2,322,1583-08-20,1,2,8
2,322,1583-08-20,15,2,5
2,322,1583-09-24,10,0,0
2,322,1583-10-18,1,1,4
2,322,1583-10-18,4,3,4
2,322,1583-10-26,10,0,0
2,322,1583-11-05,7,12,4
2,322,1583-11-11,0,6,8
2,322,1583-11-11,8,6,8
2,322,1583-11-15,16,13,4
322,52,1583-11-16,16,13,4
2,322,1583-12-07,42,4,3
2,322,1583-12-12,10,0,0
2,322,1583-12-12,25,14,7
2,322,1583-12-12,25,16,8
2,322,1583-12-12,27,11,8
2,322,1583-12-14,8,6,8
322,35,1583-12-15,1408,1,0
2,322,1584-01-03,10,0,0
2,322,1584-01-07,1,16,8
2,322,1584-01-07,200,0,0
2,322,1584-01-07,8,6,8
2,322,1584-03-15,4,3,4
2,322,1584-03-15,724,7,4
104,322,1584-03-22,2945,0,0
465,322,1594-09-10,800,0,0
2,323,1583-04-20,107,15,2
2,324,1594-09-15,8,2,8
2,325,1583-01-28,175,0,0
2,326,1582-12-08,37,3,4
2,326,1583-12-26,37,3,4
2,327,1583-04-22,90,8,0
2,328,1583-01-04,3,0,0
2,328,1583-11-28,7,0,0
338,329,1583-12-26,102,8,3
329,278,1583-12-26,5000,0,0
171,329,1585-01-28,817,5,8
104,329,1585-03-15,861,13,4
329,354,1594-09-30,14,18,4
329,370,1594-09-30,2,0,0
329,339,1594-09-30,333,12,6.875
329,433,1594-10-01,128,15,4
473,329,1594-10-04,107,9,5.5
476,329,1594-10-04,115,10,0
333,329,1594-10-04,12,10,3
329,278,1594-10-04,41,14,8.5
216,329,1594-10-04,50,0,0
77,329,1594-10-04,6,8,4
25,329,1594-10-04,6,9,9.75
329,465,1594-10-04,96,2,4
338,330,1583-12-26,105,11,11
216,330,1583-12-26,1600,0,0
330,278,1583-12-26,5000,0,0
171,330,1585-01-28,807,18,0
104,330,1585-03-15,861,13,4
330,153,1594-09-20,0,3,9
330,40,1594-09-20,5,11,5
338,331,1583-12-26,105,4,6
331,278,1583-12-26,5000,0,0
171,331,1585-01-28,838,16,0
104,331,1585-03-15,861,13,4
2,331,1594-09-15,300,0,0
338,332,1583-12-26,102,8,2
332,278,1583-12-26,5000,0,0
2,332,1584-12-29,50,0,0
2,332,1585-01-16,100,0,0
171,332,1585-01-28,818,13,0
2,332,1585-02-28,200,0,0
104,332,1585-03-15,861,13,4
332,354,1594-09-30,14,18,4
332,339,1594-09-30,146,10,6.875
332,370,1594-09-30,2,0,0
332,433,1594-10-01,128,15,3.5
473,332,1594-10-04,107,9,5.5
476,332,1594-10-04,115,10,0
333,332,1594-10-04,12,10,3
332,278,1594-10-04,41,14,8.5
216,332,1594-10-04,50,0,0
77,332,1594-10-04,6,8,4
25,332,1594-10-04,6,9,9.75
332,465,1594-10-04,96,2,4
338,333,1583-12-26,104,0,0
333,278,1583-12-26,5000,0,0
171,333,1585-01-28,818,15,8
104,333,1585-03-15,861,13,4
465,333,1594-09-15,10,0,0
465,333,1594-09-15,45,6,3
333,354,1594-09-30,14,18,4
333,370,1594-09-30,2,0,0
333,339,1594-09-30,260,1,9.125
468,333,1594-10-01,1122,0,4
333,433,1594-10-01,128,15,4
