id,dfl12,dfl12bis,account,label,group,type,kinship,location,notes
dfl12_149,147,63,Luis Cutsini_1,Luis Cutsini,Luis Cutsini,Trade,FALSE,Venice,"Cutsini, or Cotsini in Brulez, was a merchant in Venice. Jan de Oude often organized the transportation of goods for Cotsini, and this is what this account shows. Transport: Debts deal with expenses for goods."
dfl12_150,148,64,Hilaria della Faille_2,Hilaria della Faille,Hilaria della Faille,Bequest,TRUE,,"This is Hilaria's rekening van houwelyck. She must return the gift Jan de Oude gave to her of £400 for her second wedding, but in his testament Jan de Oude decided to give this amount to her son from her first marriage, Gaspar Losschaert. 12 Bis: Transfered to Gaspar Losschaert on 22 February 1584 (nr 255, 165)"
dfl12_151,149,NA,Jan de Oude_1,Jan de Oude,Jan de Oude,Estate,TRUE,Antwerp,"Bequests: Written off as debt to the 'crediteuren van den boeck' (nr 286, 227b)"
dfl12_152,150,65,Jan della Faille_sororal_1,Jan della Faille,Jan,Inheritance,TRUE,,"These are debts for the division of the furniture of Cornelia. See Capital van Cornelia della Faille (nr 347, 279b–280b) for the list of these debits. The sum is £311.12.11 (150a). 12 Bis: Written off on Capital of Cornelia della Faille on 7 January 1584 (nr 265, 184-187)."
dfl12_153,151,66,Marten della Faille_sororal_1,Marten della Faille,Marten,Inheritance,TRUE,Antwerp,"12 Bis: Written off on Capital of Cornelia della Faille on 7 January 1584 (nr 265, 184-187)."
dfl12_154,152,67,Anna della Faille_sororal_1,Anna della Faille,Anna,Inheritance,TRUE,,"Anne's entry is mistakenly left unnumbered. 12 Bis: Written off on Capital of Cornelia della Faille on 7 January 1584 (nr 265, 184-187)."
dfl12_155,152,68,Carlo della Faille_sororal_1,Carlo della Faille,Carlo,Inheritance,TRUE,,"12 Bis: Written off on Capital of Cornelia della Faille on 7 January 1584 (nr 265, 184-187)."
dfl12_156,153,69,Jacques della Faille_sororal_1,Jacques della Faille,Jacques,Inheritance,TRUE,,"12 Bis: Written off on Capital of Cornelia della Faille on 7 January 1584 (nr 265, 184-187)."
dfl12_157,154,70,Steven della Faille_sororal_1,Steven della Faille,Steven,Inheritance,TRUE,,"12 Bis: Written off on Capital of Cornelia della Faille on 7 January 1584 (nr 265, 184-187)."
dfl12_158,155,71,D'erffgenaemen van Maria della Faille_sororal_1,Heirs of Maria della Faille,Maria,Inheritance,TRUE,,"12 Bis: Written off on Capital of Cornelia della Faille on 7 January 1584 (nr 265, 184-187)."
dfl12_159,156,72,Hester della Faille_sororal_1,Hester della Faille,Hester,Inheritance,TRUE,,"12 Bis: Written off on Capital of Cornelia della Faille on 7 January 1584 (nr 265, 184-187)."
dfl12_160,157,73,Jan della Faille_1,Jan della Faille,Jan,Heir,TRUE,,"Purchases during auction of sterfhuis textiles on 31 January 1583. The only credit is from the bequest of Goyvaerts. 12 Bis: Written off on his account for his paternal inheritance (nr 256, 165-167)."
dfl12_161,158,NA,Peeter and Jan van der Meert,Peeter and Jan van der Meert,Bills of exchange,Wissel,FALSE,,Wissel from Venice
dfl12_162,159,NA,Gillis Schops,Gillis Schops,Bills of exchange,Wissel,FALSE,,Wissel from Venice
dfl12_163,160,74,Jan Walter,Jan Walter,Jan Walter,Trade,FALSE,Nuremberg,"Merchant in Nuremberg and correspondent of the Widhols firm. Wissels in Nuremberg from Ludovico Perez (nr 130) and from Adriaen de la Barra but the credits in 12bis deal with the transportation of goods, and so he seems to have been paid for transporting goods."
dfl12_164,161,NA,Andrea Barretta_1,Andrea Barretta,Bills of exchange,Wissel,FALSE,,Two wissels from Venice
dfl12_165,162,NA,Jan Helduwier and Bernardino Paluasmo,Jan Helduwier and Bernardino Paluasmo,Bills of exchange,Wissel,FALSE,,Wissel from Venice
dfl12_166,163,NA,Jan Japssens,Jan Japssens,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_167,164,NA,Lenaert van Driel de Oude,Lenaert van Driel de Oude,Lenaert van Driel de Oude,Law,TRUE,,Payments by the cassa and then written off on oncosten van coopmansschappen for services he performed that seem to have dealt with a lawsuit
dfl12_168,165,NA,Jacques de Wale nieuw rekeninge,Jacques de Wale new account,Jacques de Wale,Factor,TRUE,Kortrijk,
dfl12_169,166,NA,Reynier Capcot,Reynier Capcot,Bills of exchange,Wissel,FALSE,,Four wissels from London
dfl12_170,167,NA,Jan Maniart,Jan Maniart,Bills of exchange,Wissel,FALSE,,One wissel from Marten and one from Venice
dfl12_171,168,NA,Gaspar Robano,Gaspar Robano,Bills of exchange,Wissel,FALSE,,Two wissels from Venice
dfl12_172,169,NA,Sebastiaen Leerse,Sebastiaen Leerse,Bills of exchange,Wissel,FALSE,,Wissel from Venice
dfl12_173,170,NA,Jan Francisco Capello,Jan Francisco Capello,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_174,171,NA,Daniel Runtweesch_1,Daniel Runtweesch,Bills of exchange,Wissel,FALSE,,Two wissels to Jan Widhols and Jacques della Faille
dfl12_175,172,NA,Andries de la Barre,Andries de la Barre,Bills of exchange,Wissel,FALSE,,Wissel from Jan Helduwier and Bernardino Paluasmo and then to pay Jan Walter (nr 160)
dfl12_176,173,NA,Jacques della Faille de Oude_1,Jacques della Faille de Oude,Jacques della Faille de Oude,Kin,TRUE,,For a wissel involving Andrea Barretta in Venice.
dfl12_177,174,NA,Carel and Balthasar van Hoyken and Jan Jupin,Carel and Balthasar van Hoyken and Jan Jupin,Bills of exchange,Wissel,FALSE,,Wissel from Venice
dfl12_178,175,NA,Adriaen Walschaert,Adriaen Walschaert,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_179,176,75,Piat della Faille,Piat della Faille,Piat della Faille,Giovane,TRUE,Venice,"DFL 12 and 12bis list him as Peeter della Faille, but this must be Piat della Faille, who helped the company in Verona and Venice and later married Carlo’s daughter Maria. 12 Bis: Piat was creditor for money owed to him for clothes during his 6 years in Venice. The total debt of £80 was paid by Winninge ende verlies (nr 124, 84-92)."
dfl12_180,177,NA,Simon and Steven Nunez,Simon and Steven Nunez,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_181,178,93,Voyagie van Venice nieuwe rekening,Branch of Venice new account,Venice branch,Branch,FALSE,Venice,"The beginning balance is mentioned on nr 109, page 111a. The sum of the debit is £30737.1.2. This shows how much capital is still in Venice. 12 Bis: Pages 58–64 have merchant marks on them. These tell of the goods that are given to each of the heirs and so can be used to figure out how they divided the Branch in Venice."
dfl12_182,179,NA,Peeter Bisschop,Peeter Bisschop,Bills of exchange,Wissel,FALSE,,Two wissels from London
dfl12_183,180,NA,Henrick van Lemens_1,Henrick van Lemens,Bills of exchange,Wissel,TRUE,,Two wissels from Venice and London
dfl12_184,181,NA,Jan Cornelis or Jan Caillir,Jan Cornelis or Jan Caillir,Bills of exchange,Wissel,FALSE,,Two wissels from London
dfl12_185,182,NA,Clement Caltrop,Clement Caltrop,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_186,183,NA,Antonio Bonidazio,Antonio Bonidazio,Bills of exchange,Wissel,FALSE,,Wissel from Venice
dfl12_187,184,NA,Franchoys ver Beke,Franchoys ver Beke,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_188,185,NA,Jacques Gabri,Jacques Gabri,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_189,186,NA,Jacques and Henrick Hoyel,Jacques and Henrick Hoyel,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_190,187,NA,Jan Benedetto Invrea and Jan Bapta Logorio,Jan Benedetto Invrea and Jan Bapta Logorio,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_191,188,NA,Jan Niclaes Walinstey,Jan Niclaes Walinstey,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_192,189,76,Godefrido Houtappel,Godefrido Houtappel,Bills of exchange,Wissel,FALSE,,Two wissels one from London and one from Venice
dfl12_193,190,NA,Jan Pellicoren_1,Jan Pellicoren,Bills of exchange,Wissel,FALSE,,Jan Pellicoren was debtor to Jacques della Faille for a wissel from London and paid the wissel to the cassa on 12 July 1583
dfl12_194,191,77,Bocralen overhoop_2,Assorted rough packing linen,Linen,Goods,FALSE,,
dfl12_195,192,NA,James Wickers,James Wickers,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_196,193,NA,Simon de le Bosquiel,Simon de le Bosquiel,Bills of exchange,Wissel,FALSE,,Two wissels from London
dfl12_197,194,NA,Peeter des Marez,Peeter des Marez,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_198,195,NA,Guilliam Walschaert,Guilliam Walschaert,Bills of exchange,Wissel,FALSE,,Two wissels from London
dfl12_199,196,78,Peeter della Faille Peterssen,Peeter della Faille Peterssen,Peeter della Faille Peterssen,Written off,TRUE,,Peeter is debtor due to a payment he ordered from the cassa. 12 Bis: Written off on winninge ende verlies because of his inability to pay.
dfl12_200,197,NA,Carel Navaroli and brothers,Carel Navaroli and brothers,Bills of exchange,Wissel,FALSE,,Wissel from Jan Verbeke that they paid to Oswaldus Cleynhans ende company.
dfl12_201,198,273,Fernando Ximenez and the heirs of Ruy Nunez,Fernando Ximenez and the heirs of Ruy Nunez,Bills of exchange,Wissel,FALSE,,"Wissel from Venice and one from Jan Verbeke. There is an accounting error. The account in 12 (nr 198) says that there is 1 d of credit, but the numbers for the account actually match up exactly."
dfl12_202,199,79,Gallen de Soria,Gall nuts,Gall nuts,Goods,FALSE,,Would seem to be gallnoten. 37 sacks of galen were sent from Venice on a ship and eventually sold in London. The sales resulted in a loss of £179.10.10.
dfl12_203,200,NA,Wolle Francisca overhoop,Assorted Franciscan wool,Wool,Goods,FALSE,,Written off on oncosten van coopmansschappen
dfl12_204,201,81,Jan van Borne_1,Jan van Borne,Jan van Borne,Factor,TRUE,Kortrijk,There is a calculation error so that the account actually concludes with a credit of 1/2 d.
dfl12_205,202,NA,Hendrick Poincter (Herry Pointer),Herry Pointer,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_206,203,NA,Gysbrecht Boudeson_1,Gysbrecht Boudeson,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_207,204,82,Jan Wevel,Jan Wevel,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_208,205,83,Abraham Hogson,Abraham Hogson,Bills of exchange,Wissel,FALSE,,Four wissels from London across DFL 12 and 12bis. Debt that continues in from DFL 12 to 12bis is a wissel that had yet to be paid.
dfl12_209,206,85,Fyn syde nieuw rekeninge,Fine silk new account,Fine silk,Goods,FALSE,,"£10191.8.1 came over from the account Fyn syde (nr 94, page 75a)"
dfl12_210,207,277,Florette syde nieuw rekening,Floret silk new account,Floret silk,Goods,FALSE,,"£2937.0.4 came over from the account Florette syde (nr 93, page 73a). 12 Bis: The credit reached £2592.9.6"
dfl12_211,208,87,Ardasse syde ende cleyn foullie nieuw rekeninge,Ardasse silk and mace new account,Ardasse silk and mace,Goods,FALSE,,"£283.7.4 came over from the account Ardasse syde ende cleyn foullie (nr 84, page 68a)."
dfl12_212,209,NA,Ardasse ende Canarine syde in company with Jan de Wale nieuw rekening,Ardasse and Canary silk in company with Jan de Wale nieuw rekening,Ardasse and Canary silk,Company,TRUE,,"£105.9.10 came over from the account Ardasse and Canary syde van Marten della Faille and Jan de Wale (nr 87, page 69b). The textiles were sold in London for £210.10.10. One half went to the sterfhuis and the other half to Jan de Wale. The half for the sterfhuis was £105.5.5. This led to a loss that goes on the account Winninghe ende verlies of £0.4.5."
dfl12_213,210,NA,Lynwaeten in company with Hilaria della Faille,Linen in company with Hilaria della Faille,Linen,Company,TRUE,,"The £333.17.0 came over from the company with Gillis del Ponte and Hilaria della Faille (nr 24, (10a–11a). It is for 47 stukken lynwaeten."
dfl12_214,211,90,Camelotten in company with Jan de Wale,Camlet in company with Jan de Wale,Camlet,Company,FALSE,,"£258.12.4 comes from Turcxe camelotten in company with Jan de Wale (nr 145, 145a). 12 Bis: Total of £136.10.1 is written off as profit on Winninge ende verlies."
dfl12_215,212,91,Camelotten overhoop nieuw rekeninge,Assorted camlet new account,Camlet,Goods,FALSE,,"£652.4.0 came over from the account Camelotten overhoop (nr 42, page 23a)"
dfl12_216,213,NA,Jacques Gillis,Jacques Gillis,Bills of exchange,Wissel,FALSE,,Wissel from London. Payment to the cassa says it is 1/2 denari less than the wissel from London. This may just be a mistake in not noting the extra 1/2d. I have left it as it is with the mistake.
dfl12_217,214,NA,Jeronimo Schorza_1,Jeronimo Schorza,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_218,215,NA,Franchois le Fort_1,Franchois le Fort,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_219,216,NA,Joris Angliesie,Joris Angliesie,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_220,217,NA,Eduaert Cobbe,Eduaert Cobbe,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_221,218,94,Sidiach Roo,Sidiach Roo,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_222,219,95,Gillis van den Bogaerde and Marcus Scorrer_2,Gillis van den Bogaerde and Marcus Scorrer,Bills of exchange,Wissel,FALSE,,Wissel from Venice. 12 Bis: Paid to cassa
dfl12_223,220,96,Balthasar van Enthoven,Balthasar van Enthoven,Bills of exchange,Wissel,FALSE,,Three Wissels from London for a total of £474.15.10 across DFL 12 and 12bis
dfl12_224,221,172,De dekens van de Goutsmits camer,Masters of the goldsmiths chamber,Masters of the goldsmiths chamber,Erffgoed,FALSE,Antwerp,"Written off on their account at 5b–6a. This concerns 18 gulden and a house in the Coepoortstraete, whose rent is due on 16 August each year. 12 Bis: Debt goes from the £39.19.0 to £57, which is then evened out when £48 is brought over to the account of Capital van diverse rente (nr 167, 123-125)."
dfl12_225,222,173,Philips Hockaert,Philips Hockaert,Philips Hockaert,Erffgoed,FALSE,,"Written off on their account at 8b. This is also about a house. It is about the house called Den Vliegenden Hert in the Oude Borsse. 12 Bis: Debt goes from the £69.6.8 to £69.18.6 1/2, which is then evened out when £65.11.6 1/2 is brought over to the account of Creditors of the Book as a loss (nr 17, 15-21). The total credit in 12bis is actually incorrect, but the account does even out."
dfl12_226,223,174,Erffgoeden,Landed property,Jan de Oude,Estate,FALSE,Antwerp,"Erffgoeden: The beginning balance comes over from the account erffgoedere n. 21 (9b). The debits are for the property in houses and land that Jan de Oude owned. The credits are income from the property and bequests of the houses and land to the heirs, as well as £1240.10.0 1/2 that goes to the heirs as creditors (nr 286, 227b–231b). The bequests to the heirs are given on 26 December 1583. The bequests are given to Hester, Cornelia and Marten with Marten receiving the large house on the Huyvettersstraete. 12 Bis: The debt is augmented by a payment of £400. £300 is then given to the poor of Wevelgem for the 7.25 bunderen of land. The further £400 was divided by the heirs with each getting £50."
dfl12_227,224,175,Rente van 44 gulden erffelyck op de huysen van Jan de Clerck,Interest of 44 gulden for the houses of Jan de Clerck,Rents,Erffgoed,FALSE,Antwerp,"The amount that these accounts are debtor are 16 times the yearly rent for the property. 12 Bis: On 10 September 1594 written off on Capital van diverse rente (nr 167, 123-125)."
dfl12_228,225,176,Rente van 32 gulden erffen op't huys t'Gulden Cruys in the Manstraete,Interest of 32 gulden for the Gulden Cruys in the Manstraete,Rents,Erffgoed,FALSE,Antwerp,"Listed in Brulez pg 189. 12 Bis: Debt goes to £124.6.6, which is then evened out when £85.6.8 is brought over to the account of Capital van diverse rente (nr 167, 123-125)."
dfl12_229,226,177,Rente van 150 gulden erffelyck opden Grooten Beer op de Groote Merct,Interest of 150 gulden for the Grooten Beer in the Groote Merkt,Rents,Erffgoed,FALSE,Antwerp,"12 Bis: Debt goes to £435.8.7 1/2, which is then evened out when £400 is brought over to the huys of the Grooten Beer (nr 164, 118-120)."
dfl12_230,227,178,Rente van 100 gulden erffelyck op den Witten Leeuw in de Silversmitsstraete,Interest of 100 gulden for the Witten Leeuw in de Silversmitsstraete,Rents,Erffgoed,FALSE,Antwerp,"12 Bis: Debt goes to £402.2.2 2/3, which is then evened out when £266.13.4 is brought over to the account of Capital van diverse rente (nr 167, 123-125)."
dfl12_231,228,179,Rente van 100 gulden erffelyck op Calcoten inde Sackstraete,Interest of 100 gulden for the Calcoten in the Sackstraete,Rents,Erffgoed,FALSE,Antwerp,"12 Bis: Debt goes to £449.4.1, which is then evened out when £266.13.4 is brought over to the account of Capital van diverse rente (nr 167, 123-125)."
dfl12_232,229,NA,Dierick de Jaghere rekening van erffgoeden,Dierick de Jaghere,Dierick de Jaghere,Erffgoed,TRUE,,"This concerns 20 bunderen in Beveren, which was to go to Hester della Faille."
dfl12_234,231,181,Bapta Tornello,Bapta Tornello,Bapta Tornello,Written off,FALSE,,"Old account from Venice. 12 Bis: Written off on Debiteurs ende crediteurs voor rekening van diverse persoon (nr 166, 121-123)."
dfl12_235,232,182,Peeter and Antonio Donati in Venice,Peeter and Antonio Donati,Peeter and Antonio Donati,Written off,FALSE,,"Old account from Venice. Credit has been open for 45 years in 1583. 12 Bis: Written off on Debiteurs ende crediteurs voor rekening van diverse persoon (nr 166, 121-123)."
dfl12_236,233,183,Lanckpeper van Loys Bragadin,Lanckpeper van Loys Bragadin,Lanckpeper van Loys Bragadin,Written off,FALSE,,"Old account from Venice. Credit has been open for 45 years in 1583. 12 Bis: Written off on Debiteurs ende crediteurs voor rekening van diverse persoon (nr 166, 121-123)."
dfl12_237,234,184,Crediteuren of Huybrecht Houtappel,Creditors of Huybrecht Houtappel,Creditors of Huybrecht Houtappel,Written off,FALSE,,"Old account from Venice. Credit has been open for 45 years in 1583. 12 Bis: Written off on Debiteurs ende crediteurs voor rekening van diverse persoon (nr 166, 121-123)."
dfl12_238,235,185,Oude rebarbe in huys bevonden,Old rebarbe found in the house,Old rebarbe found in the house,Written off,FALSE,,"Old account from Venice. 12 Bis: Written off on Debiteurs ende crediteurs voor rekening van diverse persoon (nr 166, 121-123)."
dfl12_239,236,186,Monna and Lacha van Beneditto Venier and brothers,Monna and Lacha van Beneditto Venier and brothers,Beneditto Venier and brothers,Written off,FALSE,,"Old account from Venice. 12 Bis: Written off on Debiteurs ende crediteurs voor rekening van diverse persoon (nr 166, 121-123)."
dfl12_240,237,187,Coopmansschappen van Beneditto Venier and brothers,Beneditto Venier and brothers,Beneditto Venier and brothers,Written off,FALSE,,"Old account from Venice. 12 Bis: Written off on Debiteurs ende crediteurs voor rekening van diverse persoon (nr 166, 121-123)."
dfl12_241,238,188,Swert out Seven staet voor rekeninge van Beneditto Venier and brothers,Beneditto Venier and brothers,Beneditto Venier and brothers,Written off,FALSE,,"Old account from Venice. 12 Bis: Written off on Debiteurs ende crediteurs voor rekening van diverse persoon (nr 166, 121-123)."
dfl12_242,239,189,Blomcoolsaet Jan van Chrisostomo de Mazi,Blomcoolsaet Jan van Chrisostomo de Mazi,Blomcoolsaet Jan van Chrisostomo de Mazi,Written off,FALSE,,"Old account from Venice. 12 Bis: Written off on Debiteurs ende crediteurs voor rekening van diverse persoon (nr 166, 121-123)."
dfl12_243,240,190,Jan Ambriosio dorco,Jan Ambriosio,Jan Ambriosio,Written off,FALSE,,"Old account from Venice. 12 Bis: Written off on Debiteurs ende crediteurs voor rekening van diverse persoon (nr 166, 121-123)."
dfl12_244,241,191,Joris Naus,Joris Naus,Joris Naus,Written off,FALSE,,"Old account from Venice. 12 Bis: Written off on Debiteurs ende crediteurs voor rekening van diverse persoon (nr 166, 121-123)."
dfl12_245,242,NA,Martynken van Capellen_1,Martynken van Capellen,Martynken van Capellen,Loan,TRUE,,"Wife of Henrick van Berge. £73 was amount invested in trade. Paid £75.13.2 by cassa for investment in trade and interest and then written off on her other rekening nr 394, 296b, which is bequest from Jan de Oude."
dfl12_246,243,192,Carel Helman,Carel Helman,Carel Helman,Written off,FALSE,,"Debt of sterfhuis comes from 3 years of rent for a house of Jan de Oude from 1544–1547. 12 Bis: Written off on Debiteurs ende crediteurs voor rekening van diverse persoon (nr 166, 121-123)."
dfl12_247,244,193,Aert Cornelis Lootgietere,Aert Cornelis Lootgietere,Aert Cornelis Lootgietere,Written off,FALSE,,"12 Bis: Written off on Creditors of the Book (nr 17, 15-21). They think that this account is still open due to an accounting error."
dfl12_248,245,194,Guilliam Ghyselinck,Guilliam Ghyselinck,Guilliam Ghyselinck,Written off,FALSE,,"12 Bis: Written off on Creditors of the Book (nr 17, 15-21)."
dfl12_249,246,195,Christoffel Pruynen,Christoffel Pruynen,Christoffel Pruynen,Written off,FALSE,,"It is noted next to his credit that he is debtor for the rent of the house in which he lives. 12 Bis: Written off on Creditors of the Book (nr 17, 15-21)."
dfl12_250,247,196,Rugge Vellekens,Rugge Vellekens,Rugge Vellekens,Written off,FALSE,,"12 Bis: Written off on Creditors of the Book (nr 17, 15-21)."
dfl12_251,248,197,Anna della Faille,Anna della Faille,Anna,Inheritance,TRUE,,"For her maternal inheritance. The addition of the credit in 12 is wrong, but the amount remaining at the end of the book is correct. 12 Bis: Total credit augments to £5341.16.2 7/8. There is an accounting error in 12bis, so that the account ends with a credit of £0.0.2"
dfl12_252,249,244,Hester della Faille,Hester della Faille,Hester,Inheritance,TRUE,,For her maternal inheritance
dfl12_253,250,268,Cornelia della Faille,Cornelia della Faille,Cornelia,Inheritance,TRUE,,"For her maternal inheritance. 12 Bis: Written off on Capitael van Cornelia della Faille: nr 265, 184-187."
dfl12_254,251,198,Jacques della Faille de Oude_2,Jacques della Faille de Oude,Jacques della Faille de Oude,Trade,TRUE,Antwerp,"Mostly paid to Jan van Borne (nr 81, 43-44) for a trip he took to recover some silk."
dfl12_255,252,10,Maria Volders,Maria Volders,Maria Volders,Loan,FALSE,,"Dienstmaeste van huyse. She was paid £85.12.10 by the cassa on 1 February 1583. In 12 Bis her debt is written off on winninge ende verlies. This credit would seem to come from her investment in the trade of Jan de Oude mentioned in Brulez, page 37 note 4."
dfl12_256,253,199,Olifants tanden ende root sandelhout from Angelo Lion in Lisbon,Elephant teeth and red sandalwood from Angelo Lion in Lisbon,Elephant teeth and red sandalwood from Angelo Lion in Lisbon,Goods,FALSE,,"12 Bis: Written off on Creditors of the Book (nr 17, 15-21)."
dfl12_257,254,200,Salzaparilla van Adriaen de Groote,Salzaparilla van Adriaen de Groote,Salzaparilla van Adriaen de Groote,Written off,FALSE,,"12 Bis: Written off on Debiteurs ende crediteurs voor rekening van diverse persoon (nr 166, 121-123)."
dfl12_258,255,201,Ferdinando de Frias Canelhos,Ferdinando de Frias Canelhos,Ferdinando de Frias Canelhos,Miscellaneous,FALSE,,Open
dfl12_259,256,202,Maria van der Capellen,Maria van der Capellen,Maria van der Capellen,Bequest,TRUE,,"12 Bis: Concerns the money for Lenora, and Urssula van Driel. Written off on Creditors of the Book (nr 17, 15-21)."
dfl12_260,257,203,Rogier de Vendevillo,Rogier de Vendevillo,Rogier de Vendevillo,Miscellaneous,FALSE,,Open
dfl12_261,258,NA,Maria van Driel,Maria van Driel,Maria van Driel,Loan,TRUE,,Loan that must have come from investment in the trade of Jan de Oude by the children of Lenaert van Driel
dfl12_262,259,NA,Catharina van Driel,Catharina van Driel,Catharina van Driel,Loan,TRUE,,"This must have been an investment that she had with Jan de Oude. The total credit of £112.10.0, which was augmented by interest for 1 year at 6.25%, was paid out by the cassa in two payments. First a payment of £6.5.0 on 19 February 1583 and then of £106.5.0 on 28 November 1583 to Marten."
dfl12_263,260,204,Daniel Hoochstetter,Daniel Hoochstetter,Daniel Hoochstetter,Trade,FALSE,,Note that it was not to be paid until the issues over wool in London were figured out. 12 Bis: Written off on Oncosten van wolle
dfl12_264,261,205,Passchier van eele van Brugge,Passchier van Eele van Brugge,Passchier van Eele van Brugge,Trade,FALSE,,Note that it was not to be paid until the issues over wool in London were figured out. 12 Bis: Written off on Oncosten van wolle
dfl12_265,262,206,Anna della Faille rekeninge bysonder,Anna della Faille,Anna,Heir,TRUE,,"There is no information about what this credit is for. 12 Bis: Augmented to £200 through another of her accounts. It is written off on her maternal inheritance (nr 197, 139-142), but it was paid by Marten on 27 November 1584 (nr 220, 151-154)."
dfl12_266,263,NA,Urssula van Driel,Urssula van Driel,Van Driel sisters,Loan,TRUE,,£82.5.7 paid to Marten on 28 November 1583
dfl12_267,264,NA,Gaspar Losschaert_1,Gaspar Losschaert,Gaspar Losschaert,Giovane,TRUE,Haarlem,"He was son of Hilaria della Faille. The entries show that he had previously worked for the Branch of Verona, but more recently he appears to have been living in Haarlem."
dfl12_268,265,207,Oncosten van conduitten,Transportation expenses,Trade expenses,Trade,FALSE,Antwerp,"Transport:12 Bis: After a total credit of £918.11.1 the account is debtor for a variety of entries. In the end, there is a debit of £89.3.3 on Winninge ende verlies in order to even the account."
dfl12_269,266,NA,Gillis del Ponte and Hilaria della Faille,Gillis del Ponte and Hilaria della Faille,Gillis del Ponte and Hilaria della Faille,Loan,TRUE,,"Written off on the account of Hilaria della Faille on 25 August 1583 on nr 62, 35a–39b.  This must have been money Hilaria invested in the trade of Jan de Oude. Nr 62 shows that they received interest for this amount. See Brulez, page 37."
dfl12_270,267,NA,Hendrick della Faille_1,Hendrick della Faille,Hendrick della Faille,Loan,TRUE,,After interest £62.2.8 was paid on the account of oncosten van coopmansschappen.
dfl12_271,268,208,Oncosten van arrested wool,Expenses of arrested wool,Wool,Goods,FALSE,,"Note that this amount remains in their hands against the expenses that they must daily pay in the process against Gillis Sorbreuck, Geert Schepper, and consorten. So it is taken up in a lawsuit."
dfl12_272,269,209,Louis Malapert_2,Louis Malapert,Louis Malapert,Trade,TRUE,,
dfl12_273,270,210,Rekeninghe van armen,Rekeninghe van armen,Poor,Political,FALSE,Antwerp,"12 Bis: Written off on Creditors of the Book (nr 17, 15-21)."
dfl12_274,271,211,Gillis Bontenaken,Gillis Bontenaken,Gillis Bontenaken,Giovane,FALSE,London,"Servant of Marten in London. 12 Bis: Written off on Winninge ende verlies (nr 124, 84–92)."
dfl12_275,272,212,Jan de Lannoy_2,Jan de Lannoy,Jan de Lannoy,Written off,FALSE,,"12 Bis: Written off on Debiteurs ende crediteurs voor rekening van diverse persoon (nr 166, 121-123). They seem to think that this credit is an error."
dfl12_276,273,NA,Tanneken and Lynken Noirot_1,Tanneken and Lynken Noirot,Tanneken and Lynken Noirot,Bequest,TRUE,,"They were owed a total of £433.6.8 from Jan de Oude. The account was closed through payment by Marten. This is spoken of in the Testament of Jan de Oude, paragraph g. They were to get half of the money free, but the other half is to go to their children after their death."
dfl12_277,274,NA,Joos van Damme,Joos van Damme,Joos van Damme,Loan,FALSE,,After interest £143.15.0 was paid by Michiel Dresseler seemingly through the cassa.
dfl12_278,275,NA,Lenaert van Driel de Jonge,Lenaert van Driel de Jonge,Lenaert van Driel de Jonge,Loan,TRUE,,After interest £70.18.8 was paid for his maternal and grandmaternal goods
dfl12_279,276,NA,Beelken van Driel,Beelken van Driel,Beelken van Driel,Loan,TRUE,,After interest £111.14.6 was paid to Marten on 3 October 1583.
dfl12_280,277,NA,Sara van Driel,Sara van Driel,Van Driel sisters,Loan,TRUE,,"This amount was paid on condition that it was to be used only in her life time, and would pass to Lenaert van Driel and his brother."
dfl12_281,278,213,D'erffgenaemen van Anna de Hane_1,Heirs of Anna de Hane,Anna de Hane,Law,TRUE,,"This is amount set aside to deal with the lawsuit of De Hane. 12 Bis: Written off on Oncosten van processen tegens Jan ende Daniel de Hane (nr 221, 154-156), because this 'somme destineert tot betalinge vanden oncosten van selve processen tot salderinge vanden selve pertye'"
dfl12_282,279,214,D'erffgenaemen van Gilles Hasebaert ende Magdalena du Boys,Heirs of Gilles Hasebaert and Magdalena du Boys,Heirs of Gilles Hasebaert and Magdalena du Boys,Law,FALSE,,"After interest of £12.5.10 was added, the credit was £219.18.11. Deals with lawsuit with De Hane. The credit is not to be paid until a declaration of the lawsuit of De Hane is made."
